url,urlLen,domainlength,pathLength,Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,NumberofDotsinURL,ISIpAddressInDomainName,Entropy_URL,Entropy_Domain,url_shortened,qty_ip_resolved,qty_nameservers,qty_mx_servers,time_domain_activation,time_domain_expiration,time_response,num_forms,has_password_field,has_email_field,has_submit_button,iframe_count,hidden_inputs,credential_keywords,urgency_keywords,threat_keywords,action_keywords
https://us9.list-manage.com/survey?u=39b1647b88ecd5419f2f74923&id=3dabfe7ee8&e,78,15,7,43,2,2,5.0,6,2,0,4.952642642218641,3.640223928941852,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://safeloggingin.com/voicemail.btlandline.com/?email=,58,17,26,6,1,3,13.0,13,3,0,4.200412624654854,3.4548223999466057,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.ligolesht-othole.youdontcare.com/,45,15,1,0,1,2,11.0,11,3,0,4.166325529846462,3.456564762130954,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.duryorice-rime.acmetoy.com/,39,11,1,0,1,2,7.0,7,3,0,4.085556385029653,2.913977073182752,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.quidjusck-just.serveuser.com/,41,13,1,0,1,2,9.0,9,3,0,4.153062297660665,3.0269868333592873,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.soturiund-ming.otzo.com/,36,8,1,0,1,2,4.0,4,3,0,4.0514621540398,2.4056390622295662,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.traompvel-book.ygto.com/,36,8,1,0,1,2,4.0,4,3,0,4.117861029749889,2.75,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.haveable-busin.gettrials.com/,41,13,1,0,1,2,9.0,9,3,0,4.271470906740503,3.546593564294939,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.kepolyeps-packin.ocry.com/,38,8,1,0,1,2,4.0,4,3,0,4.14860021052734,2.5,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.inarcalud-dry.misecure.com/,39,12,1,0,1,2,8.0,8,3,0,4.265544846790009,3.084962500721156,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.alsanshye-and.dsmtp.com/,36,9,1,0,1,2,5.0,5,3,0,4.009523959475164,2.94770277922009,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.shioverp-youre.myddns.com/,38,10,1,0,1,2,6.0,6,3,0,4.201231789474708,2.9219280948873623,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.arerolght-wallet.ourhobby.com/,42,12,1,0,1,2,8.0,8,3,0,4.111973672521204,3.0220552088742005,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.mulastsic-your.americanunfinished.com/,50,22,1,0,1,2,18.0,18,3,0,4.307976439385301,3.6635327548042547,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.shapanye-discon.freeddns.com/,41,12,1,0,1,2,8.0,8,3,0,4.173909931130747,3.2516291673878226,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.almbanost-alm.freetcp.com/,38,11,1,0,1,2,7.0,7,3,0,4.0959686315799715,3.095795255000934,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.anispalog-alog.dnsrd.com/,37,9,1,0,1,2,5.0,5,3,0,4.114066203115955,2.94770277922009,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.doyestmes-conve.almostmy.com/,41,12,1,0,1,2,8.0,8,3,0,4.015611760504575,3.0220552088742005,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.cargeblesy-sha.serveusers.com/,42,14,1,0,1,2,10.0,10,3,0,4.103294434983103,2.9852281360342516,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://metadappwallet.com/,27,18,1,0,1,2,14.0,14,1,0,3.7080481500712312,3.350209029099897,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.migrexiant-some.onedumb.com/,40,11,1,0,1,2,7.0,7,3,0,4.258694969562843,3.095795255000934,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.yolacesur-clear.mylftv.com/,39,10,1,0,1,2,6.0,6,3,0,4.1949067057088945,3.1219280948873624,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.maciouske-scrat.mynetav.com/,40,11,1,0,1,2,7.0,7,3,0,4.189822782008756,3.2776134368191157,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.ewthatelry-of.mysecondarydns.com/,45,18,1,0,1,2,14.0,14,3,0,4.191201429374546,3.3921472236645345,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.golwithd-pagne.sendsmtp.com/,40,12,1,0,1,2,8.0,8,3,0,4.0964393446710154,3.2516291673878226,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.saudiing-cord.wikaba.com/,37,10,1,0,1,2,6.0,6,3,0,4.208924987016683,3.1219280948873624,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.displasplay-but.lflinkup.com/,41,12,1,0,1,2,8.0,8,3,0,4.241102309232295,3.4182958340544896,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.lemadther-hold.mynetav.com/,39,11,1,0,1,2,7.0,7,3,0,4.143624654426843,3.2776134368191157,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.strclosurap-ther.ssmailer.com/,42,12,1,0,1,2,8.0,8,3,0,4.014357827994779,3.2516291673878226,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.batsuihing-min.b0tnet.com/,38,10,1,0,1,2,6.0,6,3,0,4.106241250673739,3.1219280948873624,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.nightilly-takin.zzux.com/,37,8,1,0,1,2,4.0,4,3,0,4.2629790410707376,2.75,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.lvsayador-dio.yourtrap.com/,39,12,1,0,1,2,8.0,8,3,0,4.143624654426843,3.2516291673878226,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.twpurcoday-ship.proxydns.com/,41,12,1,0,1,2,8.0,8,3,0,4.143541333622538,3.4182958340544896,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.trafnotfi-hoever.sexidude.com/,42,12,1,0,1,2,8.0,8,3,0,4.272804327334621,3.2516291673878226,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.crgoldyst-inner.ezua.com/,37,8,1,0,1,2,4.0,4,3,0,4.371087149178845,3.0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.jeawneck-even.dynssl.com/,37,10,1,0,1,2,6.0,6,3,0,4.15487093296263,3.1219280948873624,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.genrorst-dows.dnset.com/,36,9,1,0,1,2,5.0,5,3,0,3.8847954873731343,3.169925001442312,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.miwantght-may.longmusic.com/,40,13,1,0,1,2,9.0,9,3,0,4.0841837197791895,3.238901256602631,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://exaduswolleta.godaddysites.com/,38,16,1,0,1,2,12.0,12,2,0,4.0959686315799715,3.452819531114783,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://exaduswolleta.godaddysites.com/,39,16,1,0,1,2,12.0,12,2,0,4.079772731460867,3.452819531114783,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://metqamaskv.azurewebsites.net,35,17,0,0,1,1,13.0,13,2,0,4.022738561139236,3.381580488309163,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://metqamaskv.azurewebsites.net/,37,17,1,0,1,2,13.0,13,2,0,4.000559961488395,3.381580488309163,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://metasamasuk.azurewebsites.net,36,17,0,0,1,1,13.0,13,2,0,3.8582783084180448,3.381580488309163,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://pattrickandpaterson.co.za/nedcnhc/saanedes/rncp/ntbmynb.php,67,25,34,0,1,5,19.0,19,3,0,4.026263959108542,3.653660689688186,0,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://frwovbhklos.vfreky.my.id/freefire/,42,12,10,0,1,3,6.0,6,3,0,4.136248672727249,3.2516291673878226,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://iwossjjdwx.vrl2023.com/D-Free-Fire=ffa52fe4/,52,11,22,0,1,3,7.0,7,2,0,4.719294525666979,3.2776134368191157,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://mail.top-ing.net/images/,32,11,8,0,2,3,3.0,3,2,0,3.8514097655573916,3.095795255000934,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://metaiask.xyz,19,12,0,0,1,1,8.0,8,1,0,3.787143960698139,3.4182958340544896,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://metaiask.xyz/,21,12,1,0,1,2,8.0,8,1,0,3.7489948035250964,3.4182958340544896,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://dotzzah.dew4.my.id/,27,10,1,0,1,2,4.0,4,3,0,3.9023115759170284,2.9219280948873623,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://dmlbquowwm.duckdns.org,29,11,0,0,1,1,7.0,7,2,0,4.21126073643228,3.2776134368191157,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.mizuhubsnk.top,26,14,0,0,1,1,10.0,10,2,0,3.873140679513133,3.6644977792004614,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://cliont.clicketcloud.com/limaclik.php?https://bradesco.com.br,68,16,13,23,1,2,12.0,12,5,0,4.17256579112439,3.25,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://dmgkryhpuj.duckdns.org,29,11,0,0,1,1,7.0,7,2,0,4.073329701949521,3.2776134368191157,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://djhikmapvc.duckdns.org,29,11,0,0,1,1,7.0,7,2,0,4.21126073643228,3.2776134368191157,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://mistersos.pages.dev/check/dapp/,39,9,12,0,1,4,5.0,5,2,0,3.901449181656169,2.94770277922009,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://elogged.pages.dev/check/dapp/,37,9,12,0,1,4,5.0,5,2,0,3.7843437452721784,2.94770277922009,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://coiresolver.pages.dev/walletpage,40,9,11,0,1,2,5.0,5,2,0,3.970950594454669,2.94770277922009,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://mainchainfxx.pages.dev/check/dapp/,42,9,12,0,1,4,5.0,5,2,0,4.061976875613826,2.94770277922009,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.qtlticr.cn/aeon,35,10,5,0,1,2,7.0,7,4,0,3.95729587384057,2.9219280948873623,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.a5x5o9.cn/aeon,34,9,5,0,1,2,6.0,6,4,0,3.90320806164768,2.94770277922009,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.dtrk6o.cn/aeon,34,9,5,0,1,2,6.0,6,4,0,3.962031591059445,3.169925001442312,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.34fu.cn/aeon,32,7,5,0,1,2,4.0,4,4,0,3.9917292966721747,2.8073549220576037,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.vngyuhf.cn/aeon,35,10,5,0,1,2,7.0,7,4,0,4.057575159678482,3.1219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.dginmhw.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.984234164652488,3.1219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.xjsejru.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.858802914461594,3.1219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.zhzaaqr.cn/aeon,35,10,5,0,1,2,7.0,7,4,0,3.9217212310452405,2.9219280948873623,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.yaqkynm.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.90320806164768,2.9219280948873623,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.qkofp.cn/aeon,33,8,5,0,1,2,5.0,5,4,0,3.8848588918890474,3.0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.eicphbm.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.8366003408685505,3.1219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.arwdc.cn/aeon,33,8,5,0,1,2,5.0,5,4,0,3.8997141947882312,2.75,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.rappcb.cn/aeon,34,9,5,0,1,2,6.0,6,4,0,3.7999793850498294,2.725480556997868,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.sfcjxfs.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.799979385049829,2.721928094887362,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.qmxgjwr.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,4.0796786498829745,3.3219280948873626,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.xqnsmar.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.90320806164768,3.1219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.iqgnnjo.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.782623783115037,2.8464393446710154,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://aoen.jp.com.inbbqky.cn/aeon,35,10,5,0,1,2,7.0,7,4,0,4.057575159678482,2.9219280948873623,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.ohdpamh.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.7411558556380644,3.1219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://anoe.co.jp.opomgjq.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.797042165340715,3.1219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://docs.google.com/presentation/d/e/2PACX-1vT0E0rxMyPfx8UlYfWejnCyKJp4ZI9toEoJdbZDIodXeFs5Nhs9NDyM9T-4_1opzoSEqoA4506ne7Kl/pub?start=false&amp;loop=false&amp;delayms=3000,175,10,108,43,1,6,6.0,6,2,0,5.500616179804428,2.6464393446710157,0,1,0,5,-1,-1,1.146,0,0,0,0,0,0,0,0,0,0
https://anoe.co.jp.cgmwwzw.cn/aeon,34,10,5,0,1,2,7.0,7,4,0,3.9176264438733583,2.6464393446710157,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://pay8-2v-3bjfiwuwt-payswap.vercel.app,43,10,0,0,1,1,6.0,6,2,0,4.315231324217973,2.9219280948873623,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
